,Name,Gender,Matches,Wins,Win Rate %,Age
21,AZZAM Mohamed (EGY),Male,179,116,64.80,21
22,ZAVARYKINA Alina (AIN),Female,175,116,66.29,20
23,VALLINO Federico (ITA),Male,195,116,59.49,19
24,YUAN Licen (CHN),Male,154,116,75.32,24
0,SCHARRER Mauro (SUI),Male,219,116,52.97,21
1,CARMO Kenzo (BRA),Male,160,116,72.50,21
2,SADIKOVIC Enisa (LUX),Female,257,116,45.14,17
3,WALLIN Adam (SWE),Male,185,116,62.70,16
4,CHTCHETININE Evgueni (AIN),Male,197,115,58.38,55
5,GANINA Svetlana (AIN),Female,191,115,60.21,46
6,LOVERIDGE Alice (GGY),Female,184,115,62.50,30
7,ISTRATE Roxana (ROU),Female,180,115,63.89,31
8,BUI Vy (AUS),Female,200,115,57.50,29
9,NAD NEMEDI Valentin (SRB),Male,216,115,53.24,29
10,MOSKOVITS Daniela (SWE),Female,262,115,43.89,31
11,GEORGSSON Vilmer (SWE),Male,214,115,53.74,25
12,KIM Hayeong (KOR),Female,166,115,69.28,27
13,ILLASOVA Adriana (SVK),Female,276,115,41.67,20
14,KIM Seongjin (KOR),Female,174,115,66.09,20
15,CHEN Kai-Cheng (TPE),Male,137,115,83.94,14
16,ROMANSKI Lucas (BRA),Male,140,115,82.14,16
17,VAINULA Vallot (EST),Male,191,114,59.69,46
18,BENES Michal (CZE),Male,240,114,47.50,31
19,FENYVESI Anna (SRB),Female,191,114,59.69,29
20,JUNG Yumi (KOR),Female,179,114,63.69,29
21,LIU Xi (CHN),Female,137,114,83.21,29
22,BU Alexander (CAN),Male,238,114,47.90,22
23,TSUBOI Yuma (JPN),Male,176,114,64.77,28
24,THIMON Jonathan (SWE),Male,180,114,63.33,23
0,SUGASAWA Yukari (JPN),Female,155,114,73.55,21
1,NAKAMORI Honami (JPN),Female,151,114,75.50,21
2,ARELLANO Angelica (ECU),Female,180,114,63.33,18
3,FROSETH Martin (NOR),Male,230,114,49.57,18
4,LE Ellsworth (SGP),Male,201,114,56.72,16
5,GULUZADE Onur (AZE),Male,175,114,65.14,14
6,KATORI Yumiko (JPN),Female,169,114,67.46,15
7,MAYOROV Ladimir (ESP),Male,147,114,77.55,11
8,MA Yeongjun (KOR),Male,174,114,65.52,12
9,FAN Ying (CHN),Female,146,113,77.40,39
10,FILIMON Andrei (ROU),Male,207,113,54.59,47
11,JEE Minhyung (AUS),Female,198,113,57.07,38
12,LAKEEV Vasily (AIN),Male,182,113,62.09,40
13,LEVEQUE Anais (FRA),Female,196,113,57.65,31
14,TAZOE Kenta (JPN),Male,161,113,70.19,29
15,HAYAMA Karina (BRA),Female,185,113,61.08,29
16,AFANASENKA Siarhei (AIN),Male,271,113,41.70,29
17,MOREGARD Malte (SWE),Male,175,113,64.57,27
18,HANSON Reelica (EST),Female,226,113,50.00,26
19,SANTOS Vitor (BRA),Male,166,113,68.07,25
20,HIDALGO Rodrigo (PER),Male,216,113,52.31,24
21,TENTSER Liubov (AIN),Female,180,113,62.78,22
22,KUNATS Heorhi (AIN),Male,247,113,45.75,22
23,MODI Jash (IND),Male,171,113,66.08,19
24,SANTA Mariana (POR),Female,237,113,47.68,17
0,CONTRERAS Matias (CHI),Male,225,112,49.78,32
1,GRIGOREV Artur (AIN),Male,183,112,61.20,38
2,YOON Jaeyoung (KOR),Male,186,112,60.22,42
3,BANKOSZ Michal (POL),Male,238,112,47.06,29
4,PETROVA Valeria (EST),Female,192,112,58.33,29
5,LIM Zheng Jie Edric (SGP),Male,287,112,39.02,27
6,KUANG Li (CHN),Male,137,112,81.75,22
7,DENDAN Abdelrahman (EGY),Male,199,112,56.28,23
8,WALLOE Sophie (DEN),Female,241,112,46.47,24
9,CHERNORAY Daria (AIN),Female,187,112,59.89,26
10,SAVILL Luke (ENG),Male,219,112,51.14,25
11,FORT Nolwenn (FRA),Female,188,112,59.57,26
12,WOO Hyeonggyu (KOR),Male,162,112,69.14,23
13,GILTIA Tim (BEL),Male,236,112,47.46,19
14,YEVTODII Iolanta (UKR),Female,219,112,51.14,20
15,JELLOULI Milhane (ALG),Male,160,112,70.00,19
16,FALCONNIER Timothy (SUI),Male,243,112,46.09,18
17,FUJINUMA Ai (JPN),Female,183,111,60.66,42
18,GHATAK Poulomi (IND),Female,215,111,51.63,42
19,OMAR Rashid (UAE),Male,170,111,65.29,36
20,MENESES Cristal (CHI),Female,235,111,47.23,30
21,CALVO Alejandro (ESP),Male,225,111,49.33,32
22,ONAOLAPO Ojo (NGR),Male,182,111,60.99,30
23,LAI VAN Lea (NCL),Female,232,111,47.84,26
24,BOLENIUS Sannamari (SWE),Female,281,111,39.50,29
0,LINDHOLM Eskil (NOR),Male,276,111,40.22,30
1,LAGSIR Sannah (MON),Female,166,111,66.87,27
2,SLEZAKOVA Stanislava (CZE),Female,239,111,46.44,25
3,VISHNIAKOVA Olga (AIN),Female,175,111,63.43,23
4,HUDUSAN Andreea (ROU),Female,196,111,56.63,24
5,OSIRO Pedro (SUI),Male,233,111,47.64,23
6,FATHY Hend (EGY),Female,166,111,66.87,21
7,SANCHEZ Alfredo (CRC),Male,197,111,56.35,21
8,STALZER Adam (CZE),Male,232,111,47.84,22
9,SCHWEIGER Tom (GER),Male,181,111,61.33,20
10,BORSHCHEVSKYI Yehor (UKR),Male,245,111,45.31,16
11,DIMITROV Dimitar (ENG),Male,176,111,63.07,12
12,ZWICKL Daniel (HUN),Male,203,110,54.19,40
13,GADIEV Vildan (AIN),Male,212,110,51.89,32
14,KANG Misoon (KOR),Female,168,110,65.48,32
15,SFILIGOJ Tom (SLO),Male,251,110,43.82,27
16,GHOSH Anirban (IND),Male,166,110,66.27,26
17,KOHATSU Martina (BRA),Female,197,110,55.84,27
18,TAN Lucas (SGP),Male,222,110,49.55,25
19,DRABANT Anita (HUN),Female,208,110,52.88,22
20,GUADALUPE Matias (ARG),Male,214,110,51.40,22
21,ISRAELI Tal (ISR),Male,195,110,56.41,21
22,BARDSLEY Charlotte (ENG),Female,189,110,58.20,23
23,VAN HAUWAERT Julie (BEL),Female,221,110,49.77,19
24,WANG Lukas (GER),Male,189,110,58.20,13
0,NOROOZI Afshin (IRI),Male,200,109,54.50,39
1,SILVA Andre (POR),Male,176,109,61.93,36
2,ZHENG Peifeng (CHN),Male,137,109,79.56,29
3,GELMAN Shelli (ISR),Female,261,109,41.76,27
4,LAI Yi-Yao (TPE),Male,187,109,58.29,30
5,ERIKSSON Anders (SWE),Male,222,109,49.10,28
6,MENDOZA Monica (ESA),Female,208,109,52.40,22
7,DVOYNIKOV Artem (AIN),Male,164,109,66.46,25
8,HAJOK Caroline (GER),Female,176,109,61.93,26
9,PASSARA Pattaratorn (THA),Male,185,109,58.92,25
10,HUD Veronika (UKR),Female,203,109,53.69,23
11,HRISTOVA Kalina (BUL),Female,236,109,46.19,23
12,TIEFENBRUNNER Laura (GER),Female,187,109,58.29,23
13,ZHAO Lisa (FRA),Female,163,109,66.87,12
14,GOTTSCHLICH Lena (GER),Female,193,109,56.48,16
15,KIM Junghoon (KOR),Male,174,108,62.07,42
16,SOTO Maria (PER),Female,181,108,59.67,30
17,MEDINA Jan (VEN),Male,214,108,50.47,30
18,LI Julio (PER),Male,209,108,51.67,29
19,KNYSZEWSKA Paulina (POL),Female,216,108,50.00,27
20,TOLOSA Santiago (ARG),Male,223,108,48.43,25
21,SULFARO Ivan (AUS),Male,188,108,57.45,27
22,NAGYPAL Marta (HUN),Female,213,108,50.70,23
23,EDVINSSON Jennie (SWE),Female,212,108,50.94,24
24,DIAZ Fabiola (PUR),Female,222,108,48.65,22
0,SUZUKI Hayate (JPN),Male,147,108,73.47,20
1,CHIANG Peng-Lung (TPE),Male,183,107,58.47,48
2,DIEZ Endika (ESP),Male,188,107,56.91,35
3,KIM Hyok Bong (PRK),Male,177,107,60.45,39
4,ROMAN Sebastian (CHI),Male,202,107,52.97,29
5,WU Kevin (NZL),Male,216,107,49.54,30
6,BERGE Sarah (FRA),Female,168,107,63.69,30
7,DOAA Alia (EGY),Female,174,107,61.49,29
8,SUKIC Patrik (SLO),Male,195,107,54.87,28
9,RAO Ruofei (NZL),Female,211,107,50.71,25
10,AMMOUS Omar (TUN),Male,196,107,54.59,25
11,JI Eunchae (KOR),Female,174,107,61.49,28
12,BALABAN Ademir (LUX),Male,207,107,51.69,25
13,RIVERA Lineris (PUR),Female,166,107,64.46,24
14,TSANG Tsz Tsun (HKG),Male,183,107,58.47,24
15,SINKAROVA Dasa (SVK),Female,234,107,45.73,23
16,CHAN Shiu Lam (HKG),Female,188,107,56.91,19
17,MOHD Dania (MAS),Female,140,107,76.43,12
18,CARVALHO Diogo (POR),Male,190,106,55.79,32
19,GALVEZ Samuel (DOM),Male,217,106,48.85,32
20,OTSUKA Masahiro (JPN),Male,194,106,54.64,29
21,DURANSPAHIC Admir (BIH),Male,171,106,61.99,37
22,PARK Chan-Hyeok (KOR),Male,165,106,64.24,30
23,LUCENA Josmary (VEN),Female,197,106,53.81,27
24,SHVETC Kirill (AIN),Male,203,106,52.22,30
0,GLOD Eric (LUX),Male,271,106,39.11,31
1,SOPOSKI Roza (FRA),Female,189,106,56.08,28
2,MARINKOVIC Nikola (SRB),Male,180,106,58.89,27
3,ARCE Dario (MEX),Male,166,106,63.86,22
4,NILSSON Melker (SWE),Male,209,106,50.72,24
5,BUBEN Vlastimil (CZE),Male,203,106,52.22,25
6,ALMEIDA Siddharta (BRA),Male,156,106,67.95,25
7,SOLANKE Azeez (NGR),Male,168,106,63.10,23
8,ZHAI Yujia (DEN),Male,154,106,68.83,30
9,FONSECA Daniela (CUB),Female,149,106,71.14,22
10,VILARDELL Albert (ESP),Male,199,106,53.27,22
11,CHUA Josh (SGP),Male,230,106,46.09,23
12,KULCZYCKI Alan (POL),Male,164,106,64.63,19
13,FEGERL Louis (AUT),Male,140,106,75.71,11
14,AKERSTROM Fabian (SWE),Male,186,105,56.45,36
15,CIOTI Constantin (ROU),Male,194,105,54.12,41
16,NIU Jianfeng (CHN),Female,133,105,78.95,43
17,RAMOS Fabiola (VEN),Female,184,105,57.07,47
18,RUBTSOV Igor (AIN),Male,170,105,61.76,44
19,ZHAN Jian (SGP),Male,145,105,72.41,43
20,ZUBCIC Tomislav (CRO),Male,185,105,56.76,38
21,CHO Jaejun (KOR),Male,151,105,69.54,31
22,ZETTERSTROM Kristina (SWE),Female,230,105,45.65,31
23,SAAD Alaa (EGY),Female,176,105,59.66,29
24,KRIEGHOFF Anna (GER),Female,161,105,65.22,31
0,TOMANOVA Tamara (CZE),Female,175,105,60.00,31
1,RUSINOVA Diana (LAT),Female,208,105,50.48,28
2,HUANG Dominic (AUS),Male,187,105,56.15,26
3,CINCUROVA Ema (SVK),Female,271,105,38.75,19
4,SURESH Preyesh (IND),Male,160,105,65.63,19
5,VOVK Brin (SLO),Male,215,105,48.84,18
6,CLOSSET Matt (BEL),Male,180,105,58.33,14
7,SAHR Aaron (LUX),Male,204,105,51.47,15
8,FAJMUT Manca (SLO),Female,240,104,43.33,34
9,NG Sock Khim (MAS),Female,199,104,52.26,41
10,GURA Paulius (LTU),Male,198,104,52.53,29
11,TENNISON Reeth (IND),Female,227,104,45.81,29
12,DOUIFI Yaniss (ALG),Male,197,104,52.79,28
13,OZKAYA Gul Pembe (TUR),Female,243,104,42.80,25
14,COMELIAU David (BEL),Male,201,104,51.74,23
15,DEVOS Sara (BEL),Female,215,104,48.37,19
16,FIORE Beatriz (BRA),Female,233,104,44.64,18
17,PATTISON Ralph (ENG),Male,198,104,52.53,17
18,HANAZAWA Karin (JPN),Female,146,104,71.23,14
19,AL-HASAN Ibrahem (KUW),Male,169,103,60.95,38
20,BLASZCZYK Lucjan (POL),Male,172,103,59.88,50
21,XIAN Yifang (FRA),Female,161,103,63.98,47
22,FUKUOKA Haruna (JPN),Female,165,103,62.42,41
23,ZUPANCIC Nina (SLO),Female,213,103,48.36,30
24,COLANTONI Chiara (ITA),Female,278,103,37.05,30
0,BU SHULAYBI Abdulaziz (KSA),Male,285,103,36.14,28
1,GONZALEZ Yomar (PUR),Male,211,103,48.82,27
2,WEN Wei-Chieh (TPE),Male,156,103,66.03,29
3,ERIKSSON Pihla (FIN),Female,309,103,33.33,25
4,GOULD Benjamin (AUS),Male,208,103,49.52,24
5,HENIN Valentin (AIN),Male,342,103,30.12,25
6,HAMDOUN Nathael (TUN),Male,178,103,57.87,24
7,LOCKWARD Mariano (DOM),Male,183,103,56.28,23
8,PODOBNIK Miha (SLO),Male,233,103,44.21,18
9,NEVES Ana (POR),Female,184,102,55.43,35
10,ROBERTSON Adam (WAL),Male,177,102,57.63,41
11,VASYLIEVA Ievgeniia (UKR),Female,182,102,56.04,34
12,KUPERBERG Elad (ISR),Male,207,102,49.28,30
13,MORAD Reem (EGY),Female,173,102,58.96,28
14,KESSACI Katia (ALG),Female,251,102,40.64,30
15,OLAVE Alfonso (CHI),Male,203,102,50.25,29
16,WU Jiaji (DOM),Male,151,102,67.55,30
17,YANG Grace (USA),Female,153,102,66.67,24
18,DUMITRACHE Cristiana (ITA),Female,166,102,61.45,25
19,FENG Yijun (USA),Male,170,102,60.00,28
20,SINGEORZAN Bogdan (ROU),Male,307,102,33.22,26
21,TIO Nicholas (USA),Male,175,102,58.29,24
22,GACEV Aleksa (SRB),Male,228,102,44.74,25
23,ELHAKEM Sara (EGY),Female,157,102,64.97,22
24,SAMADI Mohammad Amin (IRI),Male,154,102,66.23,19
0,ILIEVA Ivet (BUL),Female,221,102,46.15,22
1,MOULLET Barish (SUI),Male,245,102,41.63,22
2,LIU Yangzi (AUS),Female,138,102,73.91,22
3,KOLODZIEJCZYK Franciszek (AUT),Male,237,102,43.04,17
4,AL-ABBAD Abdulaziz (KSA),Male,192,101,52.60,42
5,VINCZE Andrada (ROU),Female,165,101,61.21,32
6,DIAW Ibrahima (SEN),Male,184,101,54.89,32
7,CHOI Deokhwa (KOR),Male,144,101,70.14,30
8,KAPOUNOVA Barbora (CZE),Female,226,101,44.69,27
9,ZAPATA Hidalynn (GUA),Female,202,101,50.00,23
10,GULLBO Viktor (SWE),Male,182,101,55.49,25
11,KIASSI Regis (CGO),Male,163,101,61.96,22
12,JANG Seongil (KOR),Male,144,101,70.14,20
13,BHATTACHARYYA Priyanuj (IND),Male,137,101,73.72,16
14,HOWIESON Craig (SCO),Male,205,100,48.78,35
15,NAVAS Marco (VEN),Male,186,100,53.76,38
16,NAVICKAS Ignas (LTU),Male,240,100,41.67,30
17,HRISTONOV Hristo (CYP),Male,209,100,47.85,27
18,CATHCART Dillon (AUS),Male,208,100,48.08,30
19,LEE Yujin (KOR),Female,165,100,60.61,28
20,LINKE Camille-Chloe (SUI),Female,225,100,44.44,25
21,BORO Birdie (IND),Male,178,100,56.18,27
22,KANG Dongsoo (KOR),Male,165,100,60.61,31
23,YEUNG Terence (CAN),Male,207,100,48.31,22
24,BAKLOUTI Manel (TUN),Female,197,100,50.76,22
0,KOH Kai Xin Pearlyn (SGP),Female,241,100,41.49,23
1,LEE Hoi Man (HKG),Female,201,100,49.75,21
2,OPREA Luca (ROU),Male,174,100,57.47,18
3,PATEL Hardee (IND),Female,163,100,61.35,18
4,SHERIDAN Peadar (IRL),Male,168,100,59.52,14
5,MOSCOSO Heber (GUA),Male,216,99,45.83,37
6,MA Wenting (NOR),Female,136,99,72.79,34
7,AL-MALKI Nawaf (QAT),Male,230,99,43.04,24
8,POSCH Lars (SUI),Male,223,99,44.39,25
9,SATKEVICIUTE Erika (LTU),Female,204,99,48.53,24
10,KIM Youjin (KOR),Female,129,99,76.74,25
11,SEN Prapti (IND),Female,175,99,56.57,23
12,MRUGALA Jan (POL),Male,153,99,64.71,14
13,LIM Jaehyun (KOR),Male,149,98,65.77,39
14,MANHANI Humberto (BRA),Male,160,98,61.25,35
15,TAN Ruiwu (CRO),Male,178,98,55.06,41
16,WU Xue (DOM),Female,127,98,77.17,45
17,FERNANDEZ Patricia (ESP),Female,164,98,59.76,31
18,GONZALEZ Roxy (VEN),Female,197,98,49.75,32
19,BARENDREGT Alice (NED),Female,210,98,46.67,30
20,DURCIK Aliz (SRB),Female,169,98,57.99,30
21,LEE Seul (KOR),Female,175,98,56.00,28
22,KIM Daewoo (KOR),Male,170,98,57.65,25
23,ZAKRZEWSKA Agata (POL),Female,214,98,45.79,25
24,ALFREDSSON Isak (SWE),Male,171,98,57.31,18
0,STORTZ Jele (GER),Female,193,98,50.78,19
1,KONG Rafael (POR),Male,203,98,48.28,19
2,FADEEVA Oxana (AIN),Female,173,97,56.07,50
3,KRAMER Tanja (GER),Female,174,97,55.75,45
4,MENGE Gencay (TUR),Male,257,97,37.74,35
5,MARTINS Catia (POR),Female,205,97,47.32,30
6,WANG Allen (USA),Male,159,97,61.01,27
7,KRSIAKOVA Miriama (SVK),Female,228,97,42.54,27
8,FLEMMING Veikka (FIN),Male,220,97,44.09,25
9,VILLALTA Oscar (ESA),Male,198,97,48.99,24
10,ZHU Cheng (CHN),Male,116,97,83.62,27
11,PICIULIN Gabriele (ITA),Male,187,97,51.87,24
12,FADEEV Kirill (GER),Male,182,97,53.30,23
13,YAVARI Vania (IRI),Female,127,97,76.38,15
14,DA SILVA Samuel (POR),Male,169,97,57.40,24
15,YU Nok (HKG),Male,162,97,59.88,19
16,YUAN Jia Nan (FRA),Female,171,97,56.73,39
17,GROMEK Artur (POL),Male,180,97,53.89,17
18,JOHNSTON Nolan (FRA),Male,130,97,74.62,13
19,SELLADO Abraham (ENG),Male,170,97,57.06,15
20,YAN Yutong (CHN),Female,113,97,85.84,17
21,BEH Lee Wei (MAS),Female,189,96,50.79,41
22,BERTIN Christophe (FRA),Male,178,96,53.93,40
23,BIERNY Ludovic (BEL),Male,174,96,55.17,32
24,VINOGRADOVA Mariia (AIN),Female,162,96,59.26,37
0,CHMIEL Pawel (POL),Male,166,96,57.83,38
1,HINDERSSON Mikkel (DEN),Male,213,96,45.07,35
2,LI Bin (HUN),Female,160,96,60.00,36
3,SIKORSKA Magdalena (POL),Female,221,96,43.44,38
4,TUGWELL Finn (DEN),Male,166,96,57.83,49
5,HARIMA Maia (ARG),Female,263,96,36.50,29
6,LE SCOUR Romane (FRA),Female,173,96,55.49,25
7,SUNG Joanna (USA),Female,203,96,47.29,20
8,DUVIVIER Estelle (BEL),Female,240,96,40.00,21
9,GAMAL Marwan (EGY),Male,145,96,66.21,20
10,VOLKAVA Vera (AIN),Female,236,96,40.68,19
11,LIU Weishan (CHN),Female,133,96,72.18,25
12,TAN Nicholas (SGP),Male,182,96,52.75,18
13,DAVILA Valentina (PUR),Female,177,96,54.24,15
14,ARJMAND Baran (IRI),Female,138,96,69.57,15
15,FUCHS Elina (AUT),Female,199,96,48.24,15
16,FAZEKAS Lizett (HUN),Female,136,96,70.59,12
17,DING Yijie (CHN),Female,122,96,78.69,17
18,BENTSEN Allan (DEN),Male,170,95,55.88,56
19,RONNEBERG Lars (NOR),Male,225,95,42.22,32
20,ELSOKKARY Sara (EGY),Female,155,95,61.29,31
21,LANDERS Michael (USA),Male,167,95,56.89,30
22,YIANGOU Yiangos (CYP),Male,193,95,49.22,30
23,CHRISTENSEN Stefanie (DEN),Female,250,95,38.00,31
24,ILIJEVSKI Filip (CAN),Male,194,95,48.97,26
0,TSAI Chun-Yu (TPE),Male,154,95,61.69,27
1,KNIGHT Tyrese (BAR),Male,234,95,40.60,25
2,MARTINEZ Andres (CHI),Male,180,95,52.78,23
3,DMITRIENKO Svetlana (AIN),Female,138,95,68.84,21
4,MOSTAFA Badr (EGY),Male,136,95,69.85,18
5,NODIN Alexia (FRA),Female,125,95,76.00,14
6,BHOOTA Riana (IND),Female,138,95,68.84,14
7,SEBATINDIRA Joseph (UGA),Male,115,95,82.61,10
8,KIM Junghyun (KOR),Female,172,94,54.65,39
9,KRAVCHENKO Marina (ISR),Female,140,94,67.14,51
10,KONGSGAARD Christian (DEN),Male,185,94,50.81,41
11,TAPPER Melissa (AUS),Female,177,94,53.11,35
12,CABRERA Adrian (ECU),Male,170,94,55.29,27
13,KHOSHBAKHT Omid (SWE),Male,147,94,63.95,26
14,ALAMRI Abdulaziz (KSA),Male,251,94,37.45,25
15,ZAMFIR Mihai (ROU),Male,260,94,36.15,24
16,STA Khalil (TUN),Male,193,94,48.70,21
17,WETZEL Felix (MLT),Male,155,94,60.65,22
18,NARESH Sid (USA),Male,182,94,51.65,21
19,PANHOLZER Celine (AUT),Female,220,94,42.73,16
20,MAINI Sudhanshu (IND),Male,162,94,58.02,17
21,GUTIERREZ Allan (GUA),Male,165,93,56.36,32
22,KLEPRLIK Jakub (CZE),Male,174,93,53.45,38
23,NECULA Iulia (ROU),Female,174,93,53.45,38
24,SMISTIKOVA Martina (CZE),Female,182,93,51.10,39
0,DEDERKO Zhenhua (AUS),Female,137,93,67.88,47
1,JORGENSEN Eskild (NOR),Male,229,93,40.61,29
2,RAO Roger (NZL),Male,166,93,56.02,28
3,THERIAULT Mathieu (CAN),Male,185,93,50.27,30
4,AASEBO Anna (NOR),Female,204,93,45.59,30
5,VERONIK Zala (SLO),Female,182,93,51.10,27
6,LALAK Karolina (POL),Female,195,93,47.69,26
7,TIUTRIUMOV Aleksandr (AIN),Male,177,93,52.54,26
8,ULUCAK Batuhan (TUR),Male,207,93,44.93,26
9,DHOORIA Rohan (AUS),Male,220,93,42.27,25
10,NASRI Malissa (ALG),Female,212,93,43.87,23
11,MATIAS Francisco (PUR),Male,189,93,49.21,24
12,IVANNIKOVA Anna (AIN),Female,157,93,59.24,25
13,BRUNNER Dimitri (SUI),Male,179,93,51.96,25
14,ABRAHAMSSON Theo (SWE),Male,183,93,50.82,21
15,JALIM Nandeshwaree (MRI),Female,178,93,52.25,23
16,WONG Andy (SGP),Male,202,93,46.04,22
17,CHONG Kai Ning (HKG),Male,168,93,55.36,22
18,HUANG Yingqi (CHN),Female,108,93,86.11,23
19,CHEN Chi-Shiuan (TPE),Female,128,93,72.66,19
20,DOHOCZKI Nora (HUN),Female,191,93,48.69,15
21,HANIFA Yousuf (KSA),Male,158,93,58.86,13
22,VIJITVIRIYAGUL Kulapassr (THA),Female,146,93,63.70,14
23,AKHMEDOV Khurshid (UZB),Male,160,93,58.13,15
24,FUHRER Monika (SUI),Female,164,92,56.10,34
0,JENKINS Ryan (WAL),Male,144,92,63.89,46
1,LIU Zhongze (SGP),Male,181,92,50.83,36
2,TROTTI Elisa (ITA),Female,208,92,44.23,30
3,DANG Yeseo (KOR),Female,135,92,68.15,43
4,LUPULESKU Anelia (SRB),Female,214,92,42.99,31
5,PERAL Xavier (ESP),Male,196,92,46.94,30
6,HELMY Mahmoud (EGY),Male,176,92,52.27,26
7,CUBA Valeria (PER),Female,177,92,51.98,25
8,ALGUETTI Adar (USA),Male,184,92,50.00,25
9,MONFARDINI Gaia (ITA),Female,178,92,51.69,24
10,APELQVIST William (SWE),Male,169,92,54.44,24
11,WETZEL Adrian (NOR),Male,239,92,38.49,25
12,MARN Ema (CRO),Female,164,92,56.10,25
13,WONG Xin Ru (SGP),Female,277,92,33.21,23
14,LUSHNIKOV Volodymyr (UKR),Male,163,92,56.44,23
15,PERFILYEV Alexey (AIN),Male,182,92,50.55,19
16,LIN Yen-Chun (TPE),Male,133,92,69.17,21
17,SHIM Joon (BRA),Male,140,92,65.71,21
18,TAO Yuchang (CHN),Male,116,92,79.31,21
19,AVIVI Itay (ISR),Male,162,92,56.79,18
20,JIFCU Andreea (ROU),Female,175,92,52.57,17
21,SCHMIDT Miroslav (BUL),Male,148,92,62.16,13
22,BEKMUKHAMBETOVA Zhaniya (KAZ),Female,114,92,80.70,11
23,JIANG Yiyi (CHN),Female,121,92,76.03,14
24,CAI Xiaoli (SGP),Male,188,91,48.40,45
0,HABESOHN Dominik (AUT),Male,175,91,52.00,36
1,LI Fen (SWE),Female,127,91,71.65,48
2,SAHASRABUDHE Pooja (IND),Female,196,91,46.43,33
3,SAKAMOTO Ryusuke (JPN),Male,169,91,53.85,40
4,TIAN Yuan (CRO),Female,161,91,56.52,50
5,KRASTEV Petyo (BUL),Male,221,91,41.18,32
6,CUEVAS Ivan (ESP),Male,157,91,57.96,28
7,CAO Yantao (CHN),Male,117,91,77.78,24
8,WU Zhikang (SGP),Male,147,91,61.90,31
9,ZAPATERO Ana (ARG),Female,200,91,45.50,26
10,PERMAN Oscar (SWE),Male,180,91,50.56,27
11,YANG Tzu-Yi (TPE),Male,182,91,50.00,28
12,VAN BOHEEMEN Vera (NED),Female,174,91,52.30,25
13,KARLSSON Filip (SWE),Male,159,91,57.23,26
14,WETZEL Katarina (NOR),Female,177,91,51.41,22
15,BOROVNJAK Filip (CRO),Male,217,91,41.94,22
16,SJOEVOLD Alve (SWE),Male,166,91,54.82,21
17,UNGVARI Evelyn (ROU),Female,162,91,56.17,20
18,KESHAVARZI Amirmahdi (IRI),Male,133,91,68.42,19
19,BOUTEILLE Ornella (NCL),Female,135,90,66.67,35
20,FENG Yalan (CHN),Female,106,90,84.91,35
21,PAOVIC Sandra (CRO),Female,160,90,56.25,41
22,WEN Jia (CHN),Female,111,90,81.08,36
23,ZHU Fang (ESP),Female,170,90,52.94,48
24,OBA Oba Kizito (CIV),Male,156,90,57.69,30
0,KHALED Salma (EGY),Female,155,90,58.06,27
1,ANGELAKIS Konstantinos (GRE),Male,158,90,56.96,27
2,ZETTERSTROM Helena (SWE),Female,183,90,49.18,29
3,ELHAMADY Omar (EGY),Male,145,90,62.07,27
4,BLOMQVIST Adam (SWE),Male,152,90,59.21,26
5,CHOI Yelin (KOR),Female,118,90,76.27,27
6,KIM Byeolnim (KOR),Female,168,90,53.57,29
7,CANO Rodrigo (ESP),Male,185,90,48.65,27
8,ILCIKOVA Anezka (CZE),Female,212,90,42.45,24
9,BANNIKOV Vladislav (AIN),Male,150,90,60.00,20
10,GIROD Dorian (SUI),Male,223,90,40.36,25
11,KIM Taemin (KOR),Female,178,90,50.56,17
12,KOLASA Szymon (POL),Male,152,90,59.21,21
13,PENG Chih (TPE),Male,158,90,56.96,22
14,TORRES Jabdiel (PUR),Male,172,90,52.33,21
15,SENKBEIL Vincent (GER),Male,151,90,59.60,21
16,CHHETRI Aadarsh (IND),Male,140,90,64.29,19
17,DAHLSTROM Noa (SWE),Male,167,90,53.89,17
18,NURMONOV Temurbek (UZB),Male,185,90,48.65,15
19,NEVIZHYN Volodymyr (UKR),Male,159,90,56.60,13
20,YUEN Sum Lok (HKG),Female,144,90,62.50,14
21,LEE Hyeonho (KOR),Male,139,90,64.75,15
22,ESTRADA Andrea (GUA),Female,188,89,47.34,36
23,JIANG Pengfei (TUR),Male,163,89,54.60,36
24,JOVER Sebastien (FRA),Male,152,89,58.55,49
0,LIN Chia-Hui (TPE),Female,188,89,47.34,37
1,LU Yun-Feng (TPE),Female,183,89,48.63,41
2,LULU Anolyn (VAN),Female,160,89,55.63,46
3,NONAKA Mariany (BRA),Female,190,89,46.84,36
4,NORDBERG Hampus (SWE),Male,139,89,64.03,37
5,MCBEATH David (ENG),Male,197,89,45.18,33
6,RI Myong Sun (PRK),Female,131,89,67.94,33
7,GUNGOR Gokce Nur (TUR),Female,207,89,43.00,29
8,SLEHOBROVA Simona (CZE),Female,168,89,52.98,30
9,CHIN Hsiao-Chun (TPE),Female,166,89,53.61,29
10,PINTEA James (CAN),Male,164,89,54.27,30
11,IWARSSON Hannes (SWE),Male,215,89,41.40,26
12,GIOVANNETTI Tommaso (ITA),Male,179,89,49.72,22
13,DUFFOO Felipe (PER),Male,193,89,46.11,23
14,OJOMU Ajoke (NGR),Female,163,89,54.60,25
15,WANG Jack (USA),Male,146,89,60.96,24
16,TEREK Norbert (HUN),Male,178,89,50.00,23
17,CHOI Haeeun (KOR),Female,148,89,60.14,23
